time_s,L_fx1,L_fy1,L_fz1,L_fx2,L_fy2,L_fz2,L_proximity,L_roll,L_pitch,L_yaw,R_fx1,R_fy1,R_fz1,R_fx2,R_fy2,R_fz2,R_proximity,R_roll,R_pitch,R_yaw
0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.9990914114025115e-05,0.0020300436645335,-0.0383967253263911,-0.3197829141083483,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0001036782481532,0.0356533510086957,0.019864290816062,-0.1200633450873721
0.0186642443612711,-0.0,-0.0,0.0,0.0,-0.0,-0.0,1.6031793650061956e-05,0.0024222850603234,-0.0381721192797292,-0.3171295372779254,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0001065403701769,0.0394110319122885,0.0233095102711455,-0.1330573753655649
0.0373284887225422,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0072295488331023,-0.0382426363821909,-0.3461006877452722,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0001107167236679,0.0441999393269228,0.0296669728959452,-0.1517472368317762
0.0559927330838133,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0476982699288387,-0.0371824334971162,-0.3744570722759679,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0001170799304835,0.0678995668404609,0.0290816848202346,-0.1688741299963924
0.0746569774450844,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.421675067323e-05,0.0786437729473933,-0.0364071701439841,-0.394016821180744,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0001334347394374,0.0920513727793247,0.0318403014490111,-0.1786097870521331
0.0933212218063555,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0001284892803284,0.0895044195483605,-0.0380839189796461,-0.3866117282305016,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.000165197354083,0.116734396230997,0.0420483100843934,-0.1923154168268662
0.1119854661676266,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0005029865687189,0.1065079774889369,-0.0338454345525869,-0.4132958672554981,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0005368050090417,0.1412636903915911,0.0466631044035741,-0.1865249856582869
0.1306497105288977,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0009966484742158,0.1257659134099893,-0.0287930450213582,-0.4297142091566425,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0011037927332057,0.1674354483572938,0.0491126998570299,-0.2001875956241107
0.1493139548901688,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0016106285862312,0.1302722464368942,-0.0241166374452845,-0.4479613199450494,0.0,0.0,0.0,0.0,-0.0,0.0,0.0021501481042294,0.1762065001726634,0.0504065297912137,-0.2330959971095263
0.1679781992514399,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0022754592060949,0.1405090299390219,-0.0217164788491228,-0.4701912903542828,0.0,0.0,0.0,0.0,-0.0,0.0,0.0032469328109242,0.1896434526784493,0.051942518518433,-0.2684463108780913
0.186642443612711,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0031098279384201,0.1558451580231891,-0.0188054644080945,-0.4679691908244376,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0044585014895453,0.2069804067115154,0.0553205481426902,-0.2738173434270097
0.2053066879739821,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0039589031598982,0.167052939145099,-0.0234897852389311,-0.4427882726892626,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0055213567847635,0.2185141737111753,0.0568789004102195,-0.2821197485235323
0.2239709323352532,0.0,-0.0,0.0,0.0,-0.0,0.0,0.004886814482291,0.1763450434466141,-0.0290664110497123,-0.4400988631510035,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0065753206196974,0.2261876401513059,0.0600039562723365,-0.2819475299680954
0.2426351766965243,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0059527360933963,0.1774466291645499,-0.0292030969455355,-0.4293200594159638,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.007625754209894,0.2347150948308314,0.0600052032978009,-0.2864751058552457
0.2612994210577954,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0070416618288477,0.1800316140106512,-0.0283537411872868,-0.4408892270536719,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0089452679685801,0.2383016390117033,0.0595064242310937,-0.29517680431338
0.2799636654190665,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0081061757835046,0.1839826216832751,-0.0276456410401019,-0.4680642669408237,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0106004938021815,0.2389408812728063,0.0578211142034336,-0.309271168690035
0.2986279097803376,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0093349459465173,0.1836721256157083,-0.0285984584637863,-0.4860840608065946,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0122754787255485,0.2419045726871063,0.0584364567921724,-0.3252855809546033
0.3172921541416088,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.010395359925522,0.1885125493573246,-0.0284682741623388,-0.4809973367479964,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0140022631555845,0.2463888157112409,0.0559144195711264,-0.3265480105266447
0.3359563985028798,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0114975466895847,0.193409818230501,-0.0275688876200779,-0.4935041881023427,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0155603187882609,0.2458264239448476,0.0558484999737844,-0.3099140586379577
0.3546206428641509,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0124817642500201,0.1948432674478488,-0.028264348586219,-0.5586961458704283,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0171556983095111,0.2444646582865929,0.0565728732468606,-0.3308884113773926
0.3732848872254221,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0135926005179183,0.1922586900381734,-0.0276546834598534,-0.5915303036996682,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0187755612201375,0.2443138704127366,0.0555512057876177,-0.3245830295143851
0.3919491315866931,1.1713139476583794e-08,-1.1513096146834601e-07,1.3435721693247275e-06,0.0,-8.250477355505269e-07,1.5061662477871735e-06,0.0145926217185745,0.196571092827175,-0.0277449470884943,-0.5960744546628369,3.5711161950144085e-07,-3.201407892722744e-07,0.0,6.51606590133838e-08,-2.1954606893650266e-07,0.0,0.0205835722800109,0.2445956926795941,0.0553674428187563,-0.3283204269396319
0.4106133759479642,0.0,-1.0175178354261178e-07,4.913928106930319e-06,0.0,-4.2358501178346745e-06,8.69386607171156e-06,0.0159167750143354,0.1989534142508749,-0.027894376551474,-0.6111752655441167,1.0336426197062858e-06,-6.681804455770458e-07,0.0,1.4265633400450205e-06,3.8077530000929777e-07,0.0,0.0224661327571285,0.2441393391312019,0.0571533816564051,-0.3383113716607685
0.4292776203092354,0.0,-1.2953630559885394e-06,1.0394642394705058e-05,0.0,-5.5601670948912015e-06,1.4110297054776644e-05,0.0171268331629333,0.193474440568507,-0.0289509692208942,-0.5877211443076279,4.357023342209771e-06,-3.646599362818486e-07,0.0,1.7107454760202108e-06,-4.618884955766597e-06,0.0,0.0246783818993437,0.2458753595511774,0.0567424753229238,-0.3496686519437988
0.4479418646705064,0.0,-1.9867536541946975e-07,1.5100482107696283e-05,0.0,-8.338401378199043e-06,1.537477078759663e-05,0.0187665435136367,0.1892105380329254,-0.0293241937231552,-0.557595494339844,7.028568870418098e-06,-5.275689344329518e-07,0.0,2.3854296299518743e-08,-3.5330694058695555e-06,0.0,0.0268388104868999,0.249430497274961,0.0593477135078953,-0.3595336638384429
0.4666061090317775,0.0,1.5338560806990198e-06,3.0896826589474876e-05,0.0,-6.4288975583170286e-06,2.132919637227968e-05,0.0202997319965147,0.1895161523712503,-0.0294366598819001,-0.5538150299312353,4.911451357346477e-06,2.7290821384758314e-06,0.0,2.829604861016706e-06,-4.021304312180544e-06,0.0,0.0292172307894879,0.25500251199386,0.0596220434182349,-0.3659878291109458
0.4852703533930487,0.000484991893592,-3.627535094395481e-06,0.0001848330868928,1.908220595395204e-06,-5.048875855236412e-06,2.906399085580184e-05,0.0219645920167383,0.175503164083435,-0.0294534212736365,-0.5907088004796283,9.720956324311152e-06,-2.911703432236555e-06,0.0,1.3540063056276488e-05,-7.88239304924995e-07,0.0,0.0320178964123509,0.2429161246578051,0.0615113666985805,-0.3952767185979271
0.5039345977543198,0.0041109869666489,9.237949761941326e-07,0.0021163485442384,3.253267664099242e-05,-6.8294263647828e-06,4.06442211350111e-05,0.0241498342978108,0.1565442466041141,-0.0269252119304708,-0.6359483925994056,1.1849460756787444e-05,-9.200761624185692e-06,0.0,3.2124707056241147e-06,-3.1833008985655005e-06,0.0,0.0344355472087511,0.2333058373890724,0.0610099853937705,-0.4186810139001385
0.5225988421155909,0.0139821901473367,-3.5774637120796417e-07,0.009775745746806,0.0001302708681351,-3.860346847714825e-07,7.039872188126317e-05,0.0262426703465471,0.1346995474713242,-0.0215804515357789,-0.6314492017978743,1.186800857718784e-05,-7.489954254402184e-06,7.047401114202594e-06,0.0,2.321792360810411e-06,4.057521949671668e-06,0.0369163993997364,0.2288666978371706,0.0601742697986131,-0.4356424906754658
0.5412630864768619,0.0542392837280715,-3.4819381498528307e-06,0.0715313446549624,0.0273411031616407,0.0008357696677028,0.01999878084844,0.0282088043952688,0.1127626702311289,-0.0203075600170799,-0.6463829751308514,1.904246741358964e-05,-1.0557488787371244e-05,2.905389311776877e-05,0.0,-2.0939994511721336e-06,0.0039362255861384,0.0401263630093224,0.2122888156823875,0.062153956155633,-0.4666600394898115
0.5599273308381331,0.1287638450001329,-9.64063651915028e-07,0.185527702676764,0.0913430022748655,0.0040671921187224,0.0664143900354508,0.0300899222491088,0.0891116818062353,-0.0201461484749339,-0.668090036620332,0.0,0.0001664929582678,0.0026911181322364,0.0,-2.1819588509748082e-07,0.0282947598575348,0.0432337195210315,0.1866593704598981,0.0600986048170055,-0.4683807917756877
0.5785915751994042,0.3013507168834566,-4.318895935831654e-06,0.3632413700444092,0.2685522690819389,0.016082367153505,0.1947124230492558,0.0320305091985994,0.0577326804897448,-0.0208925073091991,-0.6678962387402378,0.0,0.0034551056904549,0.0314879688438804,0.0,4.878409092704129e-07,0.1121451308842212,0.0453297470227444,0.1698975435394886,0.0581427578470488,-0.4711617013139755
0.5972558195606753,0.4745158822646329,0.0003869178689421,0.5513803916019664,0.3987508160233426,0.024483233252078,0.3180724426278858,0.0342607716457921,0.0252219085247483,-0.0192878067739195,-0.7197730672611571,0.0,0.0111935617550415,0.0788231897492616,0.0,-0.0005206459782763,0.1998117530858888,0.0471754143327118,0.1480137239269823,0.0576918753618336,-0.4787727012125304
