time_s,L_fx1,L_fy1,L_fz1,L_fx2,L_fy2,L_fz2,L_proximity,L_roll,L_pitch,L_yaw,R_fx1,R_fy1,R_fz1,R_fx2,R_fy2,R_fz2,R_proximity,R_roll,R_pitch,R_yaw
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.678492408634386e-05,-0.0499999999999829,-0.02,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,6.408789196613607e-05,0.0100000000000193,5.551115123125783e-17,-7.105427357601002e-15
0.0160000007599592,0.0,0.0,0.0,0.0,0.0,0.0,1.678492408634386e-05,-0.0499999999999829,-0.02,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,6.408789196613607e-05,0.0100000000000193,5.551115123125783e-17,-7.105427357601002e-15
0.0160000007599592,0.0,0.0,0.0,0.0,0.0,0.0,4.73029678797367e-05,-0.0499999999999829,-0.02,-0.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4.882887006943966e-05,0.0100000000000193,5.551115123125783e-17,-7.105427357601002e-15
0.0470000002533197,0.0,0.0,0.0,0.0,0.0,0.0,9.308003356982597e-05,-0.0499999999999829,-0.02,-0.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4.882887006943966e-05,0.0100000000000193,5.551115123125783e-17,-7.105427357601002e-15
0.0629999991506338,0.0,0.0,0.0,0.0,0.0,0.0,0.0001083390554665,0.0500000000000113,-0.02,-0.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4.882887006943966e-05,0.0100000000000193,5.551115123125783e-17,-7.105427357601002e-15
0.078999999910593,0.0,0.0,0.0,0.0,0.0,0.0,0.0001083390554665,0.0500000000000113,-0.02,-0.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,6.408789196613607e-05,0.0100000000000193,5.551115123125783e-17,-7.105427357601002e-15
0.0940000005066394,0.0,0.0,0.0,0.0,0.0,0.0,0.0001083390554665,0.0500000000000113,-0.02,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,6.408789196613607e-05,0.1100000000000136,5.551115123125783e-17,-7.105427357601002e-15
0.1099999994039535,0.0,0.0,0.0,0.0,0.0,0.0,0.0001388570992599,0.0500000000000113,0.0799999999999999,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,4.882887006943966e-05,0.1100000000000136,5.551115123125783e-17,-7.105427357601002e-15
0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.00018463416495,0.0500000000000113,0.0799999999999999,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,6.408789196613607e-05,0.1100000000000136,5.551115123125783e-17,-7.105427357601002e-15
0.1410000007599592,0.0,0.0,0.0,0.0,0.0,0.0,0.0001998931868467,0.0500000000000113,0.0799999999999999,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,7.934691386283249e-05,0.1100000000000136,5.551115123125783e-17,-7.105427357601002e-15
0.1569999996572733,0.0,0.0,0.0,0.0,0.0,0.0,0.0001998931868467,0.0500000000000113,0.0799999999999999,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,7.934691386283249e-05,0.1100000000000136,5.551115123125783e-17,0.0999999999999943
0.1720000002533197,0.0,0.0,0.0,0.0,0.0,0.0,0.0002609292744334,0.1500000000000056,0.0799999999999999,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0001403830014496,0.2100000000000079,5.551115123125783e-17,0.0999999999999943
0.1879999991506338,0.0,0.0,0.0,0.0,0.0,0.0,0.0002914473182268,0.1500000000000056,0.0799999999999999,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0001861600671397,0.2100000000000079,5.551115123125783e-17,0.0999999999999943
0.203999999910593,0.0,0.0,0.0,0.0,0.0,0.0,0.0003219653620202,0.1500000000000056,-0.02,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0003845273517967,0.2100000000000079,5.551115123125783e-17,0.0999999999999943
0.2349999994039535,0.0,0.0,0.0,0.0,0.0,0.0,0.0003219653620202,0.1500000000000056,-0.02,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0004760814831769,0.2100000000000079,5.551115123125783e-17,0.0999999999999943
0.2349999994039535,0.0,0.0,0.0,0.0,0.0,0.0,0.0003524834058136,0.1500000000000056,-0.02,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0004760814831769,0.2100000000000079,5.551115123125783e-17,0.0999999999999943
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0003524834058136,0.1500000000000056,-0.02,-0.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0005981536583505,0.2100000000000079,5.551115123125783e-17,0.0999999999999943
0.2819999996572733,0.0,0.0,0.0,0.0,0.0,0.0,0.0003524834058136,0.1500000000000056,-0.02,-0.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0006897077897306,0.2100000000000079,5.551115123125783e-17,0.0999999999999943
